"Year","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2012","Hispanic","Georgia","36","883,947","4.07","4.43","1,074"
"2012","Hispanic","Hawaii","--","133,264","--","--","--"
"2012","Hispanic","Idaho","16**","185,693","8.62**","9.74**","474"
"2012","Hispanic","Illinois","109","2,084,653","5.23","4.71","4,045"
"2012","Hispanic","Indiana","23","408,531","5.63","6.55","690"
"2012","Hispanic","Iowa","--","162,814","--","--","--"
"2012","Hispanic","Kansas","25","315,834","7.92","8.86","822"
"2012","Hispanic","Kentucky","--","142,807","--","--","--"
"2012","Hispanic","Louisiana","11**","207,660","5.30**","4.86**","335"
"2012","Hispanic","Maine","0**","18,244","0.00**","0.00**","--"
"2012","Hispanic","Maryland","24","509,264","4.71","4.12","892"
"2012","Hispanic","Massachusetts","26","683,412","3.80","3.54","925"
"2012","Hispanic","Michigan","36","459,013","7.84","7.69","1,216"
"2012","Hispanic","Minnesota","--","263,033","--","--","--"
"2012","Hispanic","Mississippi","10**","83,958","11.91**","12.69**","278"
"2012","Hispanic","Missouri","24","224,529","10.69","10.69","858"
"2012","Hispanic","Montana","--","32,019","--","--","--"
"2012","Hispanic","Nebraska","14**","179,996","7.78**","9.28**","403"
"2012","Hispanic","Nevada","38","744,591","5.10","5.20","1,199"
"2012","Hispanic","New Hampshire","--","40,404","--","--","--"
"2012","Hispanic","New Jersey","69","1,633,310","4.23","3.93","2,370"
"2012","Hispanic","New Mexico","129","984,907","13.10","13.34","3,751"
"2012","Hispanic","New York","93","3,546,602","2.62","2.34","3,261"
"2012","Hispanic","North Carolina","41","838,441","4.89","5.20","1,360"
"2012","Hispanic","North Dakota","--","17,558","--","--","--"
"2012","Hispanic","Ohio","17**","379,160","4.48**","5.12**","507"
"2012","Hispanic","Oklahoma","35","358,776","9.76","10.44","1,267"
"2012","Hispanic","Oregon","26","471,222","5.52","5.38","879"
"2012","Hispanic","Pennsylvania","83","786,802","10.55","9.53","2,948"
"2012","Hispanic","Rhode Island","--","141,060","--","--","--"
"2012","Hispanic","South Carolina","--","244,051","--","--","--"
"2012","Hispanic","South Dakota","--","27,035","--","--","--"
"2012","Hispanic","Tennessee","17**","309,405","5.49**","7.28**","478"
"2012","Hispanic","Texas","577","9,967,548","5.79","5.83","18,371"
"2012","Hispanic","Utah","17**","375,691","4.53**","5.40**","529"
"2012","Hispanic","Vermont","0**","10,177","0.00**","0.00**","--"
"2012","Hispanic","Virginia","17**","682,830","2.49**","2.63**","492"
"2012","Hispanic","Washington","44","805,930","5.46","5.64","1,552"
"2012","Hispanic","West Virginia","0**","24,780","0.00**","0.00**","--"
"2012","Hispanic","Wisconsin","--","355,050","--","--","--"
"2012","Hispanic","Wyoming","--","54,182","--","--","--"
"2012","Unknown","Alaska","--","--","--","--","--"
"2012","Unknown","Arizona","--","--","--","--","--"
"2012","Unknown","Delaware","--","--","--","--","--"
"2012","Unknown","Florida","24","--","0.00","0.00","240"
"2012","Unknown","Georgia","--","--","--","--","--"
"2012","Unknown","Illinois","--","--","--","--","--"
"2012","Unknown","Indiana","--","--","--","--","--"
"2012","Unknown","Kansas","--","--","--","--","--"
"2012","Unknown","Maine","--","--","--","--","--"
"2012","Unknown","Maryland","--","--","--","--","--"
"2012","Unknown","Mississippi","--","--","--","--","--"
"2012","Unknown","Missouri","--","--","--","--","--"
"2012","Unknown","Montana","--","--","--","--","--"
"2012","Unknown","New Mexico","--","--","--","--","--"
"2012","Unknown","New York","10**","--","0.00**","0.00**","378"
"2012","Unknown","Pennsylvania","20**","--","0.00**","0.00**","563"
"2012","Unknown","Rhode Island","--","--","--","--","--"
"2012","Unknown","South Carolina","--","--","--","--","--"
"2012","Unknown","Tennessee","--","--","--","--","--"
"2012","Unknown","Texas","--","--","--","--","--"
"2012","Unknown","Vermont","--","--","--","--","--"
"2012","Unknown","Virginia","--","--","--","--","--"
"2011","Non-Hispanic","Alabama","770","4,610,314","16.70","16.30","17,473"
"2011","Non-Hispanic","Alaska","120","680,271","17.64","16.97","3,168"
"2011","Non-Hispanic","Arizona","766","4,537,396","16.88","15.75","14,327"
"2011","Non-Hispanic","Arkansas","458","2,747,634","16.67","16.96","10,912"
"2011","Non-Hispanic","California","2,144","23,369,690","9.17","8.40","42,321"
"2011","Non-Hispanic","Colorado","487","4,052,272","12.02","11.31","9,833"
"2011","Non-Hispanic","Connecticut","190","3,091,815","6.15","6.15","4,568"
"2011","Non-Hispanic","Delaware","73","831,619","8.78","8.28","1,669"
"2011","Non-Hispanic","District of Columbia","82","560,614","14.63","12.44","3,023"
"2011","Non-Hispanic","Florida","2,078","14,686,460","14.15","13.52","42,842"
"2011","Non-Hispanic","Georgia","1,185","8,932,666","13.27","13.11","27,381"
"2011","Non-Hispanic","Hawaii","48","1,251,765","3.84","3.63","1,043"
"2011","Non-Hispanic","Idaho","184","1,402,965","13.12","13.12","3,795"
"2011","Non-Hispanic","Illinois","1,014","10,805,796","9.38","9.26","27,966"
"2011","Non-Hispanic","Indiana","618","6,117,244","10.10","9.96","14,313"
"2011","Non-Hispanic","Iowa","216","2,908,410","7.43","7.33","4,600"
"2011","Non-Hispanic","Kansas","303","2,561,201","11.83","11.55","6,869"
"2011","Non-Hispanic","Kentucky","608","4,232,727","14.36","14.03","12,488"
"2011","Non-Hispanic","Louisiana","853","4,374,463","19.50","19.38","23,352"
"2011","Non-Hispanic","Maine","133","1,310,748","10.15","9.39","2,308"
"2011","Non-Hispanic","Maryland","530","5,348,059","9.91","9.90","14,443"
"2011","Non-Hispanic","Massachusetts","209","5,956,110","3.51","3.34","4,819"
"2011","Non-Hispanic","Michigan","1,123","9,435,897","11.90","11.93","27,779"
"2011","Non-Hispanic","Minnesota","388","5,089,445","7.62","7.33","8,090"
"2011","Non-Hispanic","Mississippi","524","2,895,474","18.10","18.23","12,780"
"2011","Non-Hispanic","Missouri","845","5,792,050","14.59","14.33","19,464"
"2011","Non-Hispanic","Montana","164","967,204","16.96","16.56","3,489"
"2011","Non-Hispanic","Nebraska","155","1,666,537","9.30","9.33","3,428"
"2011","Non-Hispanic","Nevada","323","1,983,445","16.29","15.30","6,458"
"2011","Non-Hispanic","New Hampshire","90","1,281,802","7.02","6.34","1,849"
"2011","Non-Hispanic","New Jersey","436","7,226,199","6.03","6.24","12,055"
"2011","Non-Hispanic","New Mexico","189","1,106,884","17.08","16.38","3,583"
"2011","Non-Hispanic","New York","866","16,007,429","5.41","5.21","21,682"
"2011","Non-Hispanic","North Carolina","1,109","8,838,502","12.55","12.19","25,012"
"2011","Non-Hispanic","North Dakota","60","670,224","8.95","8.89","1,186"
"2011","Non-Hispanic","Ohio","1,209","11,177,691","10.82","10.67","29,064"
"2011","Non-Hispanic","Oklahoma","608","3,442,609","17.66","17.40","13,435"
"2011","Non-Hispanic","Oregon","400","3,409,759","11.73","10.98","7,307"
"2011","Non-Hispanic","Pennsylvania","1,372","11,990,164","11.44","11.14","32,715"
"2011","Non-Hispanic","Rhode Island","28","917,493","3.05","2.95","662"
"2011","Non-Hispanic","South Carolina","688","4,432,756","15.52","15.23","15,992"
"2011","Non-Hispanic","South Dakota","70","799,093","8.76","8.50","1,415"
"2011","Non-Hispanic","Tennessee","927","6,100,797","15.20","14.68","19,723"
"2011","Non-Hispanic","Texas","2,072","15,900,488","13.03","12.55","44,134"
"2011","Non-Hispanic","Utah","287","2,446,308","11.73","12.70","5,798"
"2011","Non-Hispanic","Vermont","78","617,300","12.64","11.83","1,396"
"2011","Non-Hispanic","Virginia","834","7,442,076","11.21","10.78","17,859"
"2011","Non-Hispanic","Washington","584","6,042,499","9.67","9.08","11,308"
"2011","Non-Hispanic","West Virginia","278","1,832,768","15.17","14.61","5,629"
"2011","Non-Hispanic","Wisconsin","434","5,359,699","8.10","7.95","9,796"
"2011","Non-Hispanic","Wyoming","90","515,892","17.45","17.20","1,992"
"2011","Hispanic","Alabama","15**","189,328","7.92**","10.21**","449"
"2011","Hispanic","Alaska","--","42,078","--","--","--"
"2011","Hispanic","Arizona","196","1,936,020","10.12","10.09","6,488"
"2011","Hispanic","Arkansas","--","193,404","--","--","--"
"2011","Hispanic","California","860","14,266,621","6.03","5.71","29,572"
"2011","Hispanic","Colorado","85","1,069,628","7.95","8.49","2,626"
"2011","Hispanic","Connecticut","20**","496,817","4.03**","3.45**","713"
"2011","Hispanic","Delaware","--","75,971","--","--","--"
"2011","Hispanic","District of Columbia","--","59,676","--","--","--"
"2011","Hispanic","Florida","278","4,369,147","6.36","6.27","7,216"
"2011","Hispanic","Georgia","44","870,964","5.05","4.58","1,524"
"2011","Hispanic","Hawaii","--","127,797","--","--","--"
"2011","Hispanic","Idaho","--","181,307","--","--","--"
"2011","Hispanic","Illinois","100","2,061,987","4.85","4.29","3,758"
"2011","Hispanic","Indiana","20**","400,006","5.00**","6.54**","596"
"2011","Hispanic","Iowa","--","158,362","--","--","--"
"2011","Hispanic","Kansas","23","308,476","7.46","8.06","732"
"2011","Hispanic","Kentucky","--","138,090","--","--","--"
"2011","Hispanic","Louisiana","12**","201,781","5.95**","5.79**","332"
"2011","Hispanic","Maine","0**","17,725","0.00**","0.00**","--"
"2011","Hispanic","Maryland","10**","492,182","2.03**","1.52**","331"
"2011","Hispanic","Massachusetts","45","658,108","6.84","5.40","1,772"
"2011","Hispanic","Michigan","32","447,156","7.16","8.13","959"
"2011","Hispanic","Minnesota","--","257,175","--","--","--"
"2011","Hispanic","Mississippi","--","83,673","--","--","--"
"2011","Hispanic","Missouri","--","219,132","--","--","--"
"2011","Hispanic","Montana","--","30,314","--","--","--"
"2011","Hispanic","Nebraska","--","174,377","--","--","--"
"2011","Hispanic","Nevada","52","729,669","7.13","7.76","1,734"
"2011","Hispanic","New Hampshire","--","38,642","--","--","--"
"2011","Hispanic","New Jersey","46","1,602,353","2.87","2.67","1,569"
"2011","Hispanic","New Mexico","115","973,823","11.81","12.15","3,378"
"2011","Hispanic","New York","120","3,492,492","3.44","3.06","4,063"
"2011","Hispanic","North Carolina","43","820,411","5.24","4.37","1,575"
"2011","Hispanic","North Dakota","--","15,302","--","--","--"
"2011","Hispanic","Ohio","18**","368,044","4.89**","4.63**","629"
"2011","Hispanic","Oklahoma","20**","346,215","5.78**","6.69**","623"
"2011","Hispanic","Oregon","18**","462,913","3.89**","3.51**","648"
"2011","Hispanic","Pennsylvania","55","756,888","7.27","6.81","1,877"
"2011","Hispanic","Rhode Island","--","136,336","--","--","--"
"2011","Hispanic","South Carolina","11**","239,899","4.59**","4.69**","364"
"2011","Hispanic","South Dakota","--","24,647","--","--","--"
"2011","Hispanic","Tennessee","20**","299,501","6.68**","6.50**","692"
"2011","Hispanic","Texas","520","9,745,016","5.34","5.43","16,570"
"2011","Hispanic","Utah","21","368,489","5.70","5.13","758"
"2011","Hispanic","Vermont","0**","9,897","0.00**","0.00**","--"
"2011","Hispanic","Virginia","19**","660,361","2.88**","2.43**","705"
"2011","Hispanic","Washington","40","784,980","5.10","4.75","1,416"
"2011","Hispanic","West Virginia","0**","23,838","0.00**","0.00**","--"
"2011","Hispanic","Wisconsin","11**","346,141","3.18**","3.18**","378"
"2011","Hispanic","Wyoming","--","51,599","--","--","--"
"2011","Unknown","Alaska","--","--","--","--","--"
"2011","Unknown","Arizona","--","--","--","--","--"
"2011","Unknown","Colorado","--","--","--","--","--"
"2011","Unknown","Delaware","--","--","--","--","--"
"2011","Unknown","Florida","22","--","0.00","0.00","284"
"2011","Unknown","Georgia","--","--","--","--","--"
"2011","Unknown","Iowa","--","--","--","--","--"
"2011","Unknown","Kansas","--","--","--","--","--"
"2011","Unknown","Kentucky","--","--","--","--","--"
"2011","Unknown","Maine","--","--","--","--","--"
"2011","Unknown","Maryland","--","--","--","--","--"
"2011","Unknown","Michigan","--","--","--","--","--"
"2011","Unknown","Mississippi","--","--","--","--","--"
"2011","Unknown","Montana","--","--","--","--","--"
"2011","Unknown","Nevada","--","--","--","--","--"
"2011","Unknown","New Mexico","--","--","--","--","--"
"2011","Unknown","New York","11**","--","0.00**","0.00**","262"
"2011","Unknown","North Carolina","--","--","--","--","--"
"2011","Unknown","Oregon","--","--","--","--","--"
"2011","Unknown","Pennsylvania","11**","--","0.00**","0.00**","278"
"2011","Unknown","South Carolina","--","--","--","--","--"
"2011","Unknown","Tennessee","--","--","--","--","--"
"2011","Unknown","Texas","--","--","--","--","--"
"2011","Unknown","Virginia","15**","--","0.00**","0.00**","361"
"2011","Unknown","Wyoming","--","--","--","--","--"
"2010","Non-Hispanic","Alabama","770","4,594,510","16.76","16.57","18,153"
"2010","Non-Hispanic","Alaska","139","670,994","20.72","20.97","3,813"
"2010","Non-Hispanic","Arizona","732","4,497,121","16.28","15.36","13,871"
"2010","Non-Hispanic","Arkansas","409","2,729,984","14.98","14.95","8,998"
"2010","Non-Hispanic","California","2,053","23,240,665","8.83","8.19","41,925"
"2010","Non-Hispanic","Colorado","483","3,990,593","12.10","11.39","10,361"
"2010","Non-Hispanic","Connecticut","182","3,095,057","5.88","5.89","4,281"
"2010","Non-Hispanic","Delaware","82","824,726","9.94","10.10","2,274"
"2010","Non-Hispanic","District of Columbia","95","546,999","17.37","15.62","3,303"
"2010","Non-Hispanic","Florida","2,000","14,580,366","13.72","12.97","40,527"
"2010","Non-Hispanic","Georgia","1,178","8,834,921","13.33","13.20","27,859"
"2010","Non-Hispanic","Hawaii","41","1,239,462","3.31","3.17","881"
"2010","Non-Hispanic","Idaho","192","1,391,761","13.80","13.57","3,613"
"2010","Non-Hispanic","Illinois","953","10,803,987","8.82","8.72","26,349"
"2010","Non-Hispanic","Indiana","672","6,094,337","11.03","10.82","15,368"
"2010","Non-Hispanic","Iowa","210","2,895,306","7.25","6.98","4,144"
"2010","Non-Hispanic","Kansas","281","2,553,082","11.01","10.79","6,509"
"2010","Non-Hispanic","Kentucky","547","4,206,499","13.00","12.62","10,957"
"2010","Non-Hispanic","Louisiana","847","4,340,933","19.51","19.64","22,959"
"2010","Non-Hispanic","Maine","111","1,311,417","8.46","7.82","2,079"
"2010","Non-Hispanic","Maryland","518","5,303,140","9.77","9.82","14,192"
"2010","Non-Hispanic","Massachusetts","233","5,920,128","3.94","3.84","5,994"
"2010","Non-Hispanic","Michigan","1,041","9,447,742","11.02","11.07","26,086"
"2010","Non-Hispanic","Minnesota","355","5,053,675","7.03","6.86","7,977"
"2010","Non-Hispanic","Mississippi","469","2,886,642","16.25","16.31","11,384"
"2010","Non-Hispanic","Missouri","832","5,776,471","14.40","14.18","20,123"
"2010","Non-Hispanic","Montana","155","960,836","16.13","14.90","2,861"
"2010","Non-Hispanic","Nebraska","147","1,658,912","8.86","8.56","3,187"
"2010","Non-Hispanic","Nevada","348","1,984,131","17.54","16.20","6,092"
"2010","Non-Hispanic","New Hampshire","118","1,279,751","9.22","8.41","2,029"
"2010","Non-Hispanic","New Jersey","409","7,236,802","5.65","5.77","10,910"
"2010","Non-Hispanic","New Mexico","185","1,105,789","16.73","15.92","3,665"
"2010","Non-Hispanic","New York","880","15,961,198","5.51","5.36","22,183"
"2010","Non-Hispanic","North Carolina","1,072","8,735,631","12.27","11.98","24,038"
"2010","Non-Hispanic","North Dakota","64","659,112","9.71","9.61","1,432"
"2010","Non-Hispanic","Ohio","1,129","11,182,082","10.10","10.08","26,946"
"2010","Non-Hispanic","Oklahoma","523","3,419,581","15.29","15.15","12,337"
"2010","Non-Hispanic","Oregon","441","3,381,025","13.04","11.98","7,519"
"2010","Non-Hispanic","Pennsylvania","1,250","11,983,195","10.43","10.21","30,539"
"2010","Non-Hispanic","Rhode Island","40","922,299","4.34","4.26","831"
"2010","Non-Hispanic","South Carolina","626","4,389,677","14.26","14.18","14,957"
"2010","Non-Hispanic","South Dakota","75","792,079","9.47","9.47","1,776"
"2010","Non-Hispanic","Tennessee","912","6,056,212","15.06","14.72","20,130"
"2010","Non-Hispanic","Texas","2,086","15,685,121","13.30","12.81","44,566"
"2010","Non-Hispanic","Utah","294","2,405,551","12.22","12.88","6,808"
"2010","Non-Hispanic","Vermont","70","616,519","11.35","10.34","1,228"
"2010","Non-Hispanic","Virginia","845","7,369,213","11.47","11.13","18,785"
"2010","Non-Hispanic","Washington","572","5,968,750","9.58","9.24","11,646"
"2010","Non-Hispanic","West Virginia","273","1,830,748","14.91","14.39","5,175"
"2010","Non-Hispanic","Wisconsin","491","5,351,229","9.18","8.86","11,014"
"2010","Non-Hispanic","Wyoming","89","513,533","17.33","16.23","1,881"
"2010","Hispanic","Alabama","12**","185,608","6.47**","9.22**","332"
"2010","Hispanic","Alaska","--","39,252","--","--","--"
"2010","Hispanic","Arizona","196","1,895,171","10.34","10.21","6,640"
"2010","Hispanic","Arkansas","10**","186,045","5.38**","7.59**","252"
"2010","Hispanic","California","879","14,013,857","6.27","5.76","31,398"
"2010","Hispanic","Colorado","70","1,038,726","6.74","7.80","1,842"
"2010","Hispanic","Connecticut","27","479,094","5.64","5.74","890"
"2010","Hispanic","Delaware","--","73,221","--","--","--"
"2010","Hispanic","District of Columbia","--","54,768","--","--","--"
"2010","Hispanic","Florida","248","4,224,223","5.87","5.91","6,041"
"2010","Hispanic","Georgia","41","853,816","4.80","5.19","1,329"
"2010","Hispanic","Hawaii","--","120,842","--","--","--"
"2010","Hispanic","Idaho","--","175,897","--","--","--"
"2010","Hispanic","Illinois","110","2,027,585","5.43","4.96","4,019"
"2010","Hispanic","Indiana","31","389,713","7.96","8.62","1,064"
"2010","Hispanic","Iowa","--","151,571","--","--","--"
"2010","Hispanic","Kansas","19**","300,038","6.33**","7.27**","589"
"2010","Hispanic","Kentucky","--","132,831","--","--","--"
"2010","Hispanic","Louisiana","15**","192,567","7.79**","7.94**","510"
"2010","Hispanic","Maine","--","16,937","--","--","--"
"2010","Hispanic","Maryland","18**","470,647","3.83**","2.91**","609"
"2010","Hispanic","Massachusetts","37","627,660","5.90","4.95","1,411"
"2010","Hispanic","Michigan","34","436,370","7.79","8.71","1,017"
"2010","Hispanic","Minnesota","10**","250,258","4.00**","4.48**","357"
"2010","Hispanic","Mississippi","--","81,487","--","--","--"
"2010","Hispanic","Missouri","14**","212,470","6.59**","7.15**","422"
"2010","Hispanic","Montana","--","28,564","--","--","--"
"2010","Hispanic","Nebraska","--","167,399","--","--","--"
"2010","Hispanic","Nevada","47","716,552","6.56","8.55","1,469"
"2010","Hispanic","New Hampshire","0**","36,706","0.00**","0.00**","--"
"2010","Hispanic","New Jersey","47","1,555,157","3.02","2.67","1,629"
"2010","Hispanic","New Mexico","115","953,410","12.06","12.54","3,387"
"2010","Hispanic","New York","113","3,416,919","3.31","2.95","3,957"
"2010","Hispanic","North Carolina","46","800,131","5.75","5.60","1,620"
"2010","Hispanic","North Dakota","--","13,463","--","--","--"
"2010","Hispanic","Ohio","18**","354,681","5.08**","4.51**","643"
"2010","Hispanic","Oklahoma","15**","332,001","4.52**","4.64**","505"
"2010","Hispanic","Oregon","16**","450,058","3.56**","3.30**","574"
"2010","Hispanic","Pennsylvania","43","719,696","5.98","5.05","1,641"
"2010","Hispanic","Rhode Island","--","130,671","--","--","--"
"2010","Hispanic","South Carolina","17**","235,681","7.21**","6.98**","548"
"2010","Hispanic","South Dakota","0**","22,119","0.00**","0.00**","--"
"2010","Hispanic","Tennessee","20**","290,069","6.90**","5.72**","716"
"2010","Hispanic","Texas","590","9,460,951","6.24","6.41","18,291"
"2010","Hispanic","Utah","20**","358,340","5.58**","5.85**","618"
"2010","Hispanic","Vermont","0**","9,208","0.00**","0.00**","--"
"2010","Hispanic","Virginia","20**","631,833","3.17**","3.41**","633"
"2010","Hispanic","Washington","37","755,790","4.90","4.22","1,427"
"2010","Hispanic","West Virginia","0**","22,260","0.00**","0.00**","--"
"2010","Hispanic","Wisconsin","10**","336,056","2.98**","4.44**","350"
"2010","Hispanic","Wyoming","--","50,242","--","--","--"
"2010","Unknown","Arizona","--","--","--","--","--"
"2010","Unknown","California","--","--","--","--","--"
"2010","Unknown","Colorado","--","--","--","--","--"
"2010","Unknown","District of Columbia","--","--","--","--","--"
"2010","Unknown","Florida","20**","--","0.00**","0.00**","246"
"2010","Unknown","Georgia","--","--","--","--","--"
"2010","Unknown","Illinois","--","--","--","--","--"
"2010","Unknown","Indiana","--","--","--","--","--"
"2010","Unknown","Kentucky","--","--","--","--","--"
"2010","Unknown","Louisiana","--","--","--","--","--"
"2010","Unknown","Maryland","--","--","--","--","--"
"2010","Unknown","Michigan","--","--","--","--","--"
"2010","Unknown","Montana","--","--","--","--","--"
"2010","Unknown","New Mexico","--","--","--","--","--"
"2010","Unknown","New York","18**","--","0.00**","0.00**","620"
"2010","Unknown","North Carolina","--","--","--","--","--"
"2010","Unknown","Ohio","--","--","--","--","--"
"2010","Unknown","Oregon","--","--","--","--","--"
"2010","Unknown","Pennsylvania","14**","--","0.00**","0.00**","400"
"2010","Unknown","South Carolina","--","--","--","--","--"
"2010","Unknown","Texas","38","--","0.00","0.00","1,207"
"2010","Unknown","Virginia","10**","--","0.00**","0.00**","233"
"2010","Unknown","Wyoming","--","--","--","--","--"
"2009","Non-Hispanic","Alabama","820","4,581,420","17.90","17.59","18,216"
"2009","Non-Hispanic","Alaska","102","660,663","15.44","15.22","2,860"
"2009","Non-Hispanic","Arizona","659","4,476,334","14.72","13.70","11,787"
"2009","Non-Hispanic","Arkansas","450","2,717,804","16.56","16.46","10,489"
"2009","Non-Hispanic","California","2,125","23,201,362","9.16","8.48","44,726"
"2009","Non-Hispanic","Colorado","515","3,956,704","13.02","12.39","10,548"
"2009","Non-Hispanic","Connecticut","141","3,096,321","4.55","4.55","3,257"
"2009","Non-Hispanic","Delaware","73","820,915","8.89","9.16","1,967"
"2009","Non-Hispanic","District of Columbia","104","538,607","19.31","16.66","3,804"
"2009","Non-Hispanic","Florida","2,039","14,528,337","14.04","13.51","42,495"
"2009","Non-Hispanic","Georgia","1,209","8,790,441","13.75","13.71","27,861"
"2009","Non-Hispanic","Hawaii","46","1,227,612","3.75","3.53","836"
"2009","Non-Hispanic","Idaho","188","1,383,621","13.59","13.46","3,521"
"2009","Non-Hispanic","Illinois","929","10,806,223","8.60","8.49","25,725"
"2009","Non-Hispanic","Indiana","699","6,081,468","11.49","11.35","15,930"
"2009","Non-Hispanic","Iowa","187","2,886,829","6.48","6.29","3,494"
"2009","Non-Hispanic","Kansas","271","2,543,151","10.66","10.62","6,135"
"2009","Non-Hispanic","Kentucky","553","4,190,350","13.20","12.98","11,768"
"2009","Non-Hispanic","Louisiana","799","4,308,192","18.55","18.60","22,513"
"2009","Non-Hispanic","Maine","120","1,312,473","9.14","8.49","1,972"
"2009","Non-Hispanic","Maryland","571","5,277,604","10.82","10.85","15,405"
"2009","Non-Hispanic","Massachusetts","169","5,908,202","2.86","2.77","4,206"
"2009","Non-Hispanic","Michigan","1,072","9,472,168","11.32","11.29","26,385"
"2009","Non-Hispanic","Minnesota","329","5,038,309","6.53","6.26","6,911"
"2009","Non-Hispanic","Mississippi","485","2,879,079","16.85","17.05","11,554"
"2009","Non-Hispanic","Missouri","810","5,755,168","14.07","13.97","20,238"
"2009","Non-Hispanic","Montana","162","955,772","16.95","16.08","3,098"
"2009","Non-Hispanic","Nebraska","128","1,651,812","7.75","7.64","2,795"
"2009","Non-Hispanic","Nevada","351","1,981,298","17.72","16.61","6,336"
"2009","Non-Hispanic","New Hampshire","88","1,279,772","6.88","6.45","1,815"
"2009","Non-Hispanic","New Jersey","363","7,239,732","5.01","5.12","9,624"
"2009","Non-Hispanic","New Mexico","175","1,099,238","15.92","14.94","3,359"
"2009","Non-Hispanic","New York","840","15,948,001","5.27","5.08","21,275"
"2009","Non-Hispanic","North Carolina","1,056","8,678,944","12.17","11.87","23,210"
"2009","Non-Hispanic","North Dakota","58","651,692","8.90","8.97","1,563"
"2009","Non-Hispanic","Ohio","974","11,184,346","8.71","8.59","23,050"
"2009","Non-Hispanic","Oklahoma","513","3,398,283","15.10","14.93","11,761"
"2009","Non-Hispanic","Oregon","402","3,370,395","11.93","10.89","7,015"
"2009","Non-Hispanic","Pennsylvania","1,283","11,973,041","10.72","10.43","29,142"
"2009","Non-Hispanic","Rhode Island","45","925,785","4.86","4.49","862"
"2009","Non-Hispanic","South Carolina","600","4,364,036","13.75","13.44","14,147"
"2009","Non-Hispanic","South Dakota","70","785,358","8.91","8.90","1,662"
"2009","Non-Hispanic","Tennessee","944","6,027,421","15.66","15.35","21,298"
"2009","Non-Hispanic","Texas","1,994","15,561,855","12.81","12.39","43,675"
"2009","Non-Hispanic","Utah","238","2,375,838","10.02","10.85","5,384"
"2009","Non-Hispanic","Vermont","60","615,543","9.75","8.83","922"
"2009","Non-Hispanic","Virginia","815","7,318,507","11.14","10.84","19,123"
"2009","Non-Hispanic","Washington","568","5,937,616","9.57","9.11","10,913"
"2009","Non-Hispanic","West Virginia","251","1,825,731","13.75","13.36","5,213"
"2009","Non-Hispanic","Wisconsin","445","5,343,585","8.33","8.09","9,501"
"2009","Non-Hispanic","Wyoming","93","511,082","18.20","18.49","2,085"
"2009","Hispanic","Alabama","10**","176,518","5.67**","4.01**","358"
"2009","Hispanic","Alaska","--","38,232","--","--","--"
"2009","Hispanic","Arizona","191","1,866,820","10.23","10.73","6,075"
"2009","Hispanic","Arkansas","14**","179,039","7.82**","6.44**","520"
"2009","Hispanic","California","967","13,759,867","7.03","6.53","34,469"
"2009","Hispanic","Colorado","66","1,015,491","6.50","6.57","2,183"
"2009","Hispanic","Connecticut","32","465,486","6.88","7.39","1,093"
"2009","Hispanic","Delaware","--","70,815","--","--","--"
"2009","Hispanic","District of Columbia","--","53,621","--","--","--"
"2009","Hispanic","Florida","270","4,124,307","6.55","6.61","6,738"
"2009","Hispanic","Georgia","38","830,405","4.58","4.61","1,162"
"2009","Hispanic","Hawaii","--","119,105","--","--","--"
"2009","Hispanic","Idaho","--","170,818","--","--","--"
"2009","Hispanic","Illinois","119","1,990,555","5.98","5.12","4,679"
"2009","Hispanic","Indiana","24","377,857","6.35","5.67","877"
"2009","Hispanic","Iowa","--","146,041","--","--","--"
"2009","Hispanic","Kansas","31","289,553","10.71","9.72","1,215"
"2009","Hispanic","Kentucky","--","126,724","--","--","--"
"2009","Hispanic","Louisiana","--","183,456","--","--","--"
"2009","Hispanic","Maine","--","17,117","--","--","--"
"2009","Hispanic","Maryland","14**","452,784","3.09**","2.63**","465"
"2009","Hispanic","Massachusetts","38","609,411","6.24","4.91","1,461"
"2009","Hispanic","Michigan","23","429,423","5.36","5.66","724"
"2009","Hispanic","Minnesota","--","242,894","--","--","--"
"2009","Hispanic","Mississippi","--","79,695","--","--","--"
"2009","Hispanic","Missouri","12**","205,920","5.83**","4.93**","452"
"2009","Hispanic","Montana","--","28,210","--","--","--"
"2009","Hispanic","Nebraska","--","160,871","--","--","--"
"2009","Hispanic","Nevada","55","703,367","7.82","7.86","1,822"
"2009","Hispanic","New Hampshire","0**","36,330","0.00**","0.00**","--"
"2009","Hispanic","New Jersey","48","1,515,870","3.17","2.90","1,568"
"2009","Hispanic","New Mexico","121","937,564","12.91","13.07","3,644"
"2009","Hispanic","New York","116","3,359,065","3.45","3.01","4,184"
"2009","Hispanic","North Carolina","54","770,622","7.01","6.84","1,867"
"2009","Hispanic","North Dakota","--","13,276","--","--","--"
"2009","Hispanic","Ohio","17**","344,550","4.93**","5.90**","474"
"2009","Hispanic","Oklahoma","19**","319,289","5.95**","6.23**","644"
"2009","Hispanic","Oregon","14**","438,205","3.20**","3.03**","518"
"2009","Hispanic","Pennsylvania","65","693,817","9.37","9.17","2,116"
"2009","Hispanic","Rhode Island","11**","127,861","8.60**","6.27**","471"
"2009","Hispanic","South Carolina","16**","225,836","7.09**","9.19**","507"
